CCT3,TOP2A,RRM2,PTTG1,LCAT,VIPR1,ESR1,FCN3,CYP2B6,NAT2,APOF,CYP1A2,FCN2,FOS,GPC3,ECM1,MT1F,CCNB1,CXCL14,PRC1,ASPM,STAB2,HAMP,Class
9.824,7.707,7.686,8.193,5.11,3.94,4.159,5.178,3.553,4.764,8.99,5.043,3.406,5.666,12.312,4.993,5.34,6.556,2.846,6.78,7.398,3.843,5.97,Cancer
7.956,3.531,4.393,5.083,8.364,7.124,7.857,10.003,8.635,9.179,8.792,12.333,5.203,9.427,4.443,7.954,11.477,3.753,7.122,4.037,4.254,5.969,12.575,Normal
8.78,7.407,8.259,8.353,7.121,4.343,5.978,5.307,8.95,3.597,6.32,6.106,3.443,4.311,10.61,5.196,11.828,7.318,3.028,6.122,6.235,4.007,3.582,Cancer
7.495,3.748,4.166,5.409,8.23,7.346,7.506,8.902,8.867,9.524,9.087,12.122,4.776,9.832,4.029,7.884,11.387,3.341,7.381,4.038,3.727,5.888,11.878,Normal
8.084,4.592,4.382,6.538,7.824,6.077,5.436,9.03,8.193,8.885,9.123,10.566,6.118,8.313,7.876,6.652,10.349,3.785,5.929,4.004,4.238,6.058,11.649,Cancer
8.134,3.874,3.929,5.568,8.252,7.285,6.547,8.513,8.962,8.077,7.881,11.427,5.986,9.554,6.409,7.354,10.932,3.372,7.503,3.531,3.593,6.044,12.135,Normal
10.366,9.102,8.124,8.783,4.237,3.941,3.546,5.714,4.573,4.283,3.763,5.929,3.236,5.357,10.263,5.011,7.965,7.061,3.032,7.935,8.891,3.76,7.856,Cancer
8.427,4.546,6.485,6.185,7.835,7.072,7.282,10.44,7.848,9.246,8.703,11.851,6.464,8.704,4.902,7.932,11.616,4.03,7.516,4.227,4.28,6.295,12.018,Normal
9.98,5.502,6.338,7.277,5.794,4.668,5.005,4.983,4.536,4.155,6.171,5.749,3.221,4.059,10.582,5.21,4.978,5.698,3.081,5.667,6.852,3.944,4.088,Cancer
8.25,3.67,3.228,4.944,8.945,7.785,7.798,9.709,7.87,9.415,9.072,11.416,7.098,10.407,4.915,7.64,12.38,3.544,7.99,3.728,3.547,6.34,12.326,Normal
10.062,8.959,7.396,8.229,5.885,4.266,3.496,5.699,3.218,4.538,4.173,4.761,3.447,4.335,11.607,5.078,7.281,7.058,2.808,8.173,7.605,3.987,4.206,Cancer
7.965,3.759,3.867,5.463,8.885,7.713,7.349,9.924,9.599,10.005,8.999,12.429,7.513,9.709,6.084,7.878,10.775,3.631,6.781,3.835,4.315,6.619,12.111,Normal
9.635,7.351,6.874,8.033,5.938,4.433,5.768,6.54,5.67,6.483,7.179,8.082,3.485,6.478,9.808,6.427,6.035,6.296,3.647,6.323,7.37,4.472,6.44,Cancer
7.841,3.992,3.475,4.86,9.036,6.352,7.892,9.942,8.51,9.582,9.414,10.297,7.285,10.725,4.468,7.7,11.966,3.468,5.867,3.441,3.433,6.457,8.635,Normal
8.238,3.698,3.361,5.029,8.733,6.961,7.906,9.843,9.126,9.259,9.413,12.407,7.698,8.133,3.634,8.286,11.687,3.625,7.673,3.512,3.829,6.208,12.278,Normal
8.122,3.91,3.235,4.701,9.184,6.724,7.604,9.083,10.226,9.683,9.347,12.162,5.824,10.029,4.158,7.006,11.963,3.636,6.619,3.573,3.322,5.534,4.719,Normal
8.496,3.568,3.157,5.191,9.256,7.52,7.619,9.066,9.493,8.832,8.883,12.206,5.956,10.042,5.078,7.921,11.084,3.622,6.458,3.706,3.035,5.913,9.721,Normal
7.991,3.209,3.439,5.174,8.289,6.969,7.455,8.824,8.338,9.437,9.112,12.626,7.094,10.865,4.139,7.593,11.479,3.483,6.945,3.543,3.531,5.864,12.036,Normal
8.396,3.835,4.042,5.284,8.569,7.804,7.121,9.025,8.364,9.316,9.598,11.67,6.28,10.116,4.333,8.548,11.147,3.616,7.723,3.958,3.964,5.87,12.434,Normal
8.168,3.76,3.166,5.239,8.608,6.871,8.122,7.829,8.324,9.441,10.151,12.834,5.699,9.956,4.723,7.144,11.804,3.405,6.413,3.622,3.307,5.628,12.794,Normal
8.26,3.442,3.847,5.068,8.866,7.269,7.593,9.007,7.963,9.301,9.851,12.566,5.68,10.394,4.623,7.666,12.243,3.471,7.229,3.499,3.416,5.656,12.52,Normal
7.979,3.585,3.257,4.718,8.338,6.898,7.554,7.963,8.457,8.454,9.776,11.395,7.288,10.557,4.387,7.128,11.057,3.286,6.066,3.614,3.531,5.914,12.973,Normal
7.801,3.915,3.409,5.636,8.697,8.404,7.145,9.293,8.806,8.931,9.482,12.439,6.676,10.23,5.392,8.195,10.965,3.69,7.999,3.431,4.036,6.676,12.69,Normal
8.257,3.472,3.26,4.963,8.366,7.869,7.073,8.969,8.511,9.105,9.125,12.28,4.626,11.065,4.74,7.961,10.155,3.873,7.532,3.595,3.35,5.748,12.093,Normal
9.726,8.708,8.891,9.354,6.881,4.101,3.722,5.403,6.022,4.368,4.809,5.077,3.432,5.712,10.799,5.259,6.497,8.521,3.321,8.006,8.08,4.164,5.992,Cancer
9.746,5.271,5.929,6.799,6.748,3.729,5.017,4.965,4.062,7.109,6.947,4.759,3.44,5.454,9.972,5.236,5.421,4.813,2.869,4.553,5.833,3.675,11.263,Cancer
9.817,7.497,6.895,7.731,5.38,4.577,3.821,8.315,5.152,4.133,4.538,8.31,4.481,6.457,10.631,5.768,6.973,5.678,4.34,6.278,6.949,4.148,11.341,Cancer
9.598,7.906,7.814,8.882,4.254,4.396,4.427,6.758,4.881,5.725,5.757,8.882,3.23,6.239,11.003,5.527,7.482,6.697,3.956,7.265,8.166,4.322,8.28,Cancer
9.796,6.401,7.029,7.954,5.971,4.152,4.786,4.854,5.231,3.872,5.45,5.546,3.331,7.147,11.021,5.174,5.616,7.005,3.485,5.545,7.148,3.879,6.379,Cancer
9.897,8.398,7.802,8.126,4.722,4.125,4.046,5.194,3.121,4.399,6.514,5.584,3.431,5.104,11.672,5.374,9.054,7.212,2.975,7.27,7.512,3.452,4.627,Cancer
8.56,7.754,8.23,8.523,6.646,4.838,6.99,5.152,7.77,4.881,8.712,6.161,4.695,3.699,8.243,5.123,6.736,6.034,3.011,6.136,7.036,3.772,3.833,Cancer
8.893,8.425,8.917,8.659,5.378,4.214,6.025,5.541,5.905,4.878,4.498,6.104,3.252,6.044,4.175,4.815,4.7,7.1,3.221,7.731,7.013,3.776,3.536,Cancer
10.632,8.579,8.123,9.582,4.129,3.776,3.323,5.5,3.322,3.729,3.892,6.04,3.247,5.18,4.945,5.668,6.455,8.226,3.265,7.778,8.081,3.905,6.828,Cancer
8.739,4.892,4.591,6.218,6.57,4.708,5.284,6.915,6.694,7.664,7.208,7.481,3.69,8.519,6.287,5.833,10.461,4.596,3.632,4.331,5.009,4.118,8.794,Cancer
8.327,4.618,5.033,5.943,7.146,4.318,7.215,6.294,8.504,9.339,9.57,6.146,3.386,6.229,4.371,5.556,8.515,4.684,3.185,4.257,4.657,3.903,7.21,Cancer
10.264,7.634,6.611,7.203,5.566,3.875,3.413,5.355,3.019,5.724,4.619,6.229,3.33,4.664,12.272,4.965,4.799,6.095,3.104,5.905,6.959,3.639,3.986,Cancer
8.286,3.753,4.179,5.402,8.445,6.993,7.536,8.431,9.313,9.35,9.018,11.292,5.018,9.571,4.219,7.766,11.457,3.841,6.95,3.673,3.895,5.595,10.419,Cancer
8.119,3.877,3.435,4.988,8.746,7.04,8.039,8.917,9.007,9.504,8.68,12.789,5.732,10.178,4.589,7.728,11.771,3.576,7.358,3.359,3.899,5.552,12.322,Normal
8.254,3.728,3.558,4.908,8.589,8.023,7.214,9.436,8.973,9.015,8.741,12.303,5.892,8.832,5.772,7.838,11.548,3.491,7.553,3.607,3.464,5.792,12.031,Normal
7.902,3.649,3.245,5.011,9.045,6.675,5.886,8.974,9.015,9.476,10.102,12.014,5.262,10.532,4.4,6.974,11.87,4.241,5.901,3.381,3.512,5.77,12.762,Normal
8.144,3.52,3.245,5.013,8.644,7.131,7.329,8.542,9.465,8.937,9.009,12.352,4.325,9.989,5.203,7.626,10.896,3.6,5.904,3.6,3.847,5.025,12.545,Normal
8.098,4.308,3.542,5.149,8.751,7.128,6.891,8.966,7.878,8.597,9.663,12.465,4.368,9.011,5.935,7.46,11.551,3.396,6.661,3.428,3.475,5.223,12.634,Normal
8.079,3.716,3.634,5.038,8.462,7.06,7.098,9.252,7.627,9.133,10.062,12.549,5.228,9.111,4.447,8.077,11.652,3.631,7.322,3.681,3.614,6.202,12.926,Normal
8.177,4.106,3.783,6.039,8.588,7.655,7.36,10.254,7.654,8.877,9.792,12.3,7.771,10.066,5.504,8.182,11.605,3.62,8.49,3.684,3.906,6.121,6.48,Normal
8.082,3.538,3.092,5.153,8.827,6.91,7.954,8.954,8.523,9.656,9.733,12.522,4.622,10.465,4.046,7.527,12.343,3.551,6.663,3.441,3.163,5.763,12.446,Normal
7.868,3.681,3.201,4.683,8.67,7.198,7.715,9.536,8.566,9.329,10.125,11.399,6.305,10.264,4.553,8.054,11.428,3.755,7.686,3.212,4.088,6.255,12.054,Normal
8.061,4.158,5.23,5.754,7.627,6.844,6.522,7.478,7.299,8.031,7.746,9.484,4.212,7.968,7.81,7.51,10.31,3.79,5.936,3.973,3.693,4.839,11.426,Normal
7.874,3.615,3.847,5.401,8.823,7.193,7.589,10.419,8.627,9.338,9.588,12.411,6.74,6.909,4.599,8.025,11.543,3.471,7.321,3.668,3.465,6.326,12.434,Normal
7.909,4.078,4.18,5.732,8.362,6.61,6.94,10.402,8.629,9.364,10.277,11.798,7.669,10.428,4.064,7.916,11.155,3.753,6.962,4.192,3.734,5.869,12.169,Normal
9.163,5.947,6.835,6.84,5.638,4.779,5.276,6.206,5.923,5.876,5.982,8.899,3.734,6.974,10.623,5.676,7.006,5.206,4.11,4.478,6.701,4.024,9.609,Cancer
10.003,6.668,5.501,6.562,7.095,4.222,4.678,5.257,6.025,4.68,4.103,6.022,3.28,5.189,12.358,5.364,5.144,5.482,3.157,5.614,5.807,3.834,4.257,Cancer
9.009,6.766,6.449,7.606,5.457,3.822,4.152,5.359,4.89,4.084,4.188,8.368,3.357,6.553,12.065,4.851,5.435,6.011,3.455,4.936,7.131,3.919,5.121,Cancer
8.77,7.579,7.826,8.521,7.098,4.512,3.907,5.614,5.551,5.004,7.27,11.191,3.475,6.251,10.74,5.482,8.594,6.353,3.089,6.936,7.316,4.265,6.103,Cancer
10.748,7.779,7.608,8.584,4.174,3.949,3.945,5.103,4.71,5.735,4.171,4.701,3.23,6.505,7.593,5.123,6.56,5.902,3.072,5.963,7.846,3.83,3.974,Cancer
9.304,5.015,5.614,6.533,5.944,3.64,5.007,5.622,4.659,7.127,5.26,7.923,3.019,6.328,4.879,5.265,8.719,5.222,2.892,4.732,5.13,3.927,9.006,Cancer
9.367,7.862,7.292,7.854,5.296,4.746,4.388,7.666,5.478,5.487,5.591,9.849,3.464,7.285,10.942,6.379,8.457,6.54,5.325,7.131,8.235,3.847,9.736,Cancer
8.625,4.635,4.936,7.079,6.673,4.355,5.486,5.232,6.863,6.898,5.879,9.582,3.345,5.02,6.03,5.756,7.679,4.048,3.127,4.467,4.429,4.224,4.288,Cancer
10.375,7.369,8.414,8.326,4.821,4.16,3.213,5.344,3.987,3.528,4.305,4.8,3.452,4.827,12.159,5.278,5.877,7.011,3.153,7.249,8.46,3.991,8.478,Cancer
9.63,8.908,7.988,8.866,5.565,4.353,4.513,6.794,6.328,5.88,5.753,8.776,3.977,7.009,6.4,5.638,7.243,7.418,4.39,6.855,5.712,3.799,7.921,Cancer
10.421,7.412,6.813,7.958,4.195,3.931,3.642,5.72,3.302,3.469,2.96,5.452,3.498,5.293,11.21,5.312,5.62,5.87,6.038,6.814,6.766,3.708,5.667,Cancer
7.998,3.758,3.247,4.886,8.509,7.032,7.386,7.964,8.942,9.34,8.947,12.555,5.087,10.333,4.225,7.589,11.649,3.725,6.688,3.475,3.831,5.514,12.171,Normal
8.108,3.59,3.289,4.64,8.684,7.892,7.596,9.31,9.229,9.95,9.423,12.272,5.262,9.948,4.297,8.254,11.247,3.564,7.55,3.552,3.506,6.028,12.357,Normal
8.336,3.672,3.454,5.131,8.808,7.14,7.735,9.849,7.921,9.925,9.734,11.466,7.427,8.615,4.554,8.145,11.761,3.752,6.777,3.499,3.197,6.13,7.26,Normal
7.895,4.027,3.418,5.351,8.565,7.67,7.347,9.431,8.896,9.009,9.09,12.418,6.019,9.314,4.384,7.533,11.139,3.667,7.59,4.025,3.759,5.41,11.932,Normal
7.835,4.144,3.82,4.924,8.334,6.609,7.391,8.519,8.867,8.563,9.016,11.603,5.377,10.414,4.564,7.937,11.732,3.367,7.075,3.758,3.744,5.332,12.622,Normal
7.961,3.522,3.536,5.308,8.152,6.716,7.706,9.294,8.501,7.995,9.307,11.35,5.865,9.596,4.676,7.207,10.922,3.455,5.747,3.549,3.437,5.935,12.619,Normal
8.03,3.725,3.853,4.803,8.579,7.635,7.884,9.765,9.087,9.037,9.348,12.569,5.702,10.322,4.528,8.472,11.5,3.633,7.878,3.998,4.023,5.659,12.097,Normal
8.124,3.353,3.678,5.099,8.988,6.768,7.689,9.778,8.909,9.448,9.531,12.251,5.626,8.817,4.113,7.313,11.8,3.436,6.419,3.752,3.389,5.781,12.469,Normal
8.152,4.253,4.636,5.874,8.076,7.277,7.334,9.262,7.932,8.812,9.424,11.472,6.191,10.074,6.523,8.231,10.542,3.903,7.51,3.864,4.2,5.608,9.003,Normal
7.635,4.096,3.265,5.352,8.662,6.995,7.179,8.117,9.181,9.101,7.583,13.094,6.583,10.391,4.549,7.745,12.078,3.492,7.401,3.445,3.976,5.522,12.331,Normal
10.14,8.327,6.767,8.614,4.493,4.033,4.237,5.252,5.449,4.667,4.298,7.618,3.368,4.849,11.004,5.395,7.876,7.414,3.37,7.736,8.748,3.621,8.399,Cancer
9.786,8.171,8.492,8.197,5.32,3.672,4.085,5.246,5.039,4.981,3.781,5.437,3.59,6.243,9.706,5.418,8.726,7.084,3.123,7.936,5.909,3.995,5.346,Cancer
10.066,7.734,8.821,8.25,4.383,3.948,3.71,5.064,3.981,4.376,4.317,4.573,3.306,4.898,10.637,5.212,5.469,6.95,3.132,7.347,7.018,3.695,5.174,Cancer
9.413,6.463,5.498,7.486,7.431,4.26,6.648,6.506,4.23,7.202,7.081,4.976,3.417,4.662,9.721,5.387,5.987,4.454,3.17,5.246,6.012,4.034,4.331,Cancer
9.01,5.521,6.327,6.508,6.216,4.064,6.543,5.259,7.572,8.292,5.13,10.916,3.407,10.801,8.382,5.731,13.086,5.063,2.847,4.906,4.953,4.083,3.935,Cancer
8.474,9.115,9.727,8.797,7.307,3.864,4.137,5.07,3.894,5.006,3.74,5.143,3.432,5.136,11.243,4.496,11.053,7.807,3.184,7.774,7.724,3.834,9.433,Cancer
10.41,5.941,6.647,7.36,6.423,3.887,3.821,4.906,4.291,3.476,5.204,5.411,3.409,5.444,12.308,5.953,5.405,6.026,3.112,5.053,6.526,4.175,7.454,Cancer
9.713,8.243,8.497,8.306,6.707,3.937,3.479,5.232,5.078,3.612,4.558,5.457,3.312,4.814,11.712,4.822,6.792,7.384,2.658,8.909,8.637,3.829,4.276,Cancer
10.17,8.645,7.711,7.985,3.677,4.036,4.266,5.196,3.832,3.824,6.705,5.903,3.346,6.232,10.674,5.003,6.249,6.726,3.286,6.664,7.918,3.87,8.859,Cancer
8.166,4.155,3.816,5.118,8.647,7.305,7.276,9.193,9.174,8.585,7.229,12.213,5.917,7.321,5.868,8.241,11.571,3.675,6.258,4.177,3.427,5.705,12.68,Normal
8.058,3.433,3.924,4.91,7.957,7.094,6.865,7.359,8.685,8.629,8.748,12.584,5.296,10.382,4.987,6.886,11.527,3.499,5.183,3.742,4.43,5,12.625,Normal
7.833,3.915,3.255,5.936,8.985,7.121,7.254,8.659,9.977,8.927,8.19,12.092,5.593,9.377,5.222,7.781,11.245,3.729,6.926,3.189,3.819,6.442,10.956,Normal
7.516,3.983,3.467,5.104,9.269,7.462,7.5,9.677,10.164,9.125,10.41,12.343,5.295,10.799,4.104,7.991,10.036,3.666,7.469,3.463,3.591,5.804,12.658,Normal
8.241,4.18,3.594,5.239,8.902,6.66,7.971,9.597,8.921,9.519,8.377,11.731,4.258,10.005,5.948,7.797,11.202,3.392,6.88,3.545,3.818,5.273,11.339,Normal
7.768,3.405,3.565,4.975,8.898,7.231,7.886,8.312,9.004,9.135,9.032,12.823,5.442,11.01,4.43,7.531,11.108,3.641,6.12,3.411,3.278,5.671,12.362,Normal
8.113,3.733,3.821,4.742,9.201,7.644,7.344,7.937,8.85,9.16,9.229,12.085,5.922,10.693,4.597,7.842,11.836,3.39,5.838,3.202,3.772,5.73,11.444,Normal
8.097,3.581,3.974,5.454,8.797,7.043,7.854,9.409,9.053,8.979,9.202,12.33,7.232,9.246,4.436,7.448,11.776,3.663,7.526,3.643,3.823,5.686,12.128,Normal
9.286,7.85,7.601,8.142,5.669,3.935,3.758,5.23,3.677,3.694,5.229,7.321,3.33,4.772,11.706,4.868,7.792,7.131,3.116,6.744,8.474,3.373,4.251,Cancer
9.398,5.001,6.799,7.126,6.581,5.082,6.832,5.254,6.378,7.691,6.872,5.452,3.554,5.74,10.726,5.575,8.829,5.356,3.034,5.526,5.897,3.979,5.855,Cancer
8.897,6.973,6.761,6.901,4.828,3.733,4.117,5.012,3.76,4.622,4.379,6.47,3.266,4.848,11.042,5.569,4.875,5.745,2.753,4.963,5.23,3.879,4.187,Cancer
10.472,6.285,6.766,8.267,5.313,4.124,3.719,6.219,3.643,3.969,4.859,4.678,3.021,5.011,12.525,5.03,4.931,7.024,2.92,5.945,7.761,3.781,5.409,Cancer
9.277,8.338,7.145,8.945,4.387,3.929,3.346,5.559,3.935,6.543,3.836,6.135,3.49,5.009,7.72,5.115,8.733,6.682,2.829,6.856,7.628,3.782,4.206,Cancer
10.132,7.705,7.947,9.097,4.527,3.528,3.401,5.447,3.721,4.806,6.966,4.707,2.939,4.958,10.684,4.848,5.58,7.239,3.023,6.52,8.646,4.083,4.372,Cancer
10.149,8.786,8.995,9.362,5.172,4.219,3.319,5.372,3.521,4.161,4.636,6.086,3.313,6.153,12.372,5.148,5.771,8.016,2.825,8.327,9.588,3.738,6.923,Cancer
9.808,6.328,5.377,6.562,5.243,3.685,3.809,5.694,4.38,4.648,5.081,8.281,3.619,5.479,10.665,6.259,9.069,5.387,3.669,5.708,6.094,3.924,9.329,Cancer
9.719,5.376,6.911,7.639,5.216,5.26,3.651,5.66,8.483,7.147,6.556,6.553,3.552,6.643,10.261,5.572,13.427,5.784,3.087,5.725,6.839,3.978,7.079,Cancer
8.43,3.72,3.489,4.914,8.189,7.305,7.795,9.794,7.179,9.446,9.365,12.673,3.721,9.328,4.43,7.965,10.273,3.826,7.519,3.754,3.712,4.044,12.272,Cancer
9.334,5.375,6.749,6.981,5.033,3.943,6.131,6.115,3.627,6.544,7.474,11.797,3.221,6.714,8.76,5.196,7.201,5.713,3.153,5.356,7.387,4.15,8.147,Cancer
9.935,7.222,5.402,6.783,4.311,3.947,3.306,5.468,3.467,3.317,4.066,5.094,3.124,5.929,10.417,5.105,5.283,5.881,3.775,5.655,6.977,3.571,4.731,Cancer
7.798,3.844,3.587,5.311,8.598,7.077,7.717,9.308,8.94,9.527,9.923,12.122,5.66,8.967,3.901,7.482,10.738,3.475,7.034,3.452,3.735,5.238,11.54,Normal
9.777,7.999,6.982,7.481,5.762,3.861,3.421,5.235,3.403,4.678,7.133,5.951,3.249,5.682,11.519,5.249,9.384,7.163,3.023,6.116,6.773,3.792,7.764,Cancer
8.33,3.628,3.428,5.275,8.191,6.987,6.565,8.179,7.095,9.408,9.868,10.631,5.204,7.394,5.82,7.608,9.243,3.635,6.116,3.648,3.29,4.988,4.997,Normal
10.693,9.061,7.114,8.648,6.23,4.035,3.38,5.195,3.051,4.013,6.836,7.251,3.61,6.18,11.201,4.094,8.66,7.033,2.806,6.01,7.937,3.589,4.641,Cancer
7.831,3.807,2.993,4.794,8.754,7.836,6.63,9.265,8.312,8.582,9.199,12.156,6.551,9.532,4.526,7.748,11.127,3.466,7.841,3.516,3.541,5.969,12.489,Normal
8.96,7.714,6.062,7.351,6.237,4.792,3.697,5.185,3.663,4.061,5.155,5.863,3.37,6.325,12.396,5.179,5.352,5.249,3.293,5.485,6.44,4.025,7.225,Cancer
9.646,7.601,6.384,6.539,5.994,4.419,7.101,5.401,5.471,5.883,5.719,12.12,3.415,4.05,11.55,5.307,5.758,4.711,2.982,6.016,6.786,3.809,5.173,Cancer
8.131,3.425,3.311,4.84,8.505,7.882,6.937,8.394,8.487,9.564,9.556,11.41,5.996,9.303,4.345,7.341,11.553,3.502,7.111,3.683,3.371,6.038,11.739,Normal
9.873,7.917,8.611,8.108,3.497,4.003,3.348,4.689,3.236,4.409,5.304,5.947,3.401,4.648,11.204,4.649,5.967,7.049,2.964,6.559,8.197,3.692,3.546,Cancer
8.155,4.423,4.119,5.497,7.295,6.427,7.183,9.86,6.177,8.514,8.359,10.6,7.523,9.089,6.128,8.172,10.963,3.849,7.872,3.79,3.95,6.091,12.198,Normal
10.002,7.352,8.524,9.56,4.226,4.382,3.459,5.362,5.097,3.589,4.31,4.947,3.298,7.01,6.734,5.545,7.769,7.903,3.193,7.504,7.587,3.653,5.404,Cancer
8.419,3.892,3.847,5.309,8.506,7.822,7.512,9.72,7.492,9.481,8.937,12.382,6.884,8.854,4.81,7.546,11.82,3.658,7.911,3.795,4.048,5.686,12.131,Normal
10.262,9.496,9.404,9.43,4.265,3.801,3.539,5.399,2.924,3.546,4.233,6.058,3.231,5.681,10.188,4.845,6.424,7.195,2.977,6.819,8.038,3.565,8.835,Cancer
8.024,5.888,4.218,5.648,8.161,7.079,6.353,9.912,8.231,8.958,9.277,12.671,7.736,9.922,4.516,7.733,12.126,3.336,8.21,4.065,4.369,5.745,13.238,Normal
9.425,7.319,5.85,7.23,5.604,4.092,4.102,6.176,6.117,4.774,5.986,8.625,3.836,8.056,10.369,5.969,9.941,6.008,4.65,5.492,5.385,3.736,10.508,Cancer
8.138,4.165,4.041,5.961,7.715,7.59,7.566,9.543,7.045,7.651,9.378,11.323,7.6,9.892,5.68,7.798,10.677,3.625,7.187,3.65,3.824,6.283,12.858,Normal
10.134,8.822,9.133,8.575,3.862,3.916,3.282,5.267,2.83,3.766,4.073,4.995,3.081,6.095,10.944,4.809,7.561,7.357,3.279,7.716,7.066,3.685,3.746,Cancer
10.595,7.189,8.189,8.105,3.885,4.005,3.299,5.281,6.347,7.027,6.523,5.579,3.316,4.495,7.87,5.354,5.635,6.483,2.982,6.577,7.474,3.918,5.631,Cancer
7.865,4.134,3.06,4.847,8.473,7.472,6.733,8.095,7.849,9.047,8.992,12.315,5.783,9.092,4.626,7.065,11.491,3.504,6.569,3.253,3.587,5.428,12.658,Normal
10.667,9.318,7.459,8.145,5.409,3.877,3.173,5.071,3.22,3.592,4.421,6.86,3.629,3.879,11.797,5.06,6.064,6.033,3.112,6.94,7.871,3.432,4.253,Cancer
9.585,6.892,5.998,7.945,4.206,4.289,4.434,4.935,3.056,7.735,3.715,5.871,3.39,5.13,4.347,5.244,9.957,6.446,3.396,4.177,6.633,3.927,3.522,Cancer
8.07,3.869,3.888,5.585,7.975,7.472,7.783,8.329,7.171,9.202,8.926,10.866,5.518,9.941,4.33,7.461,11.752,3.337,6.215,3.57,3.837,5.366,12.664,Normal
9.676,8.506,7.006,7.923,4.463,4.037,3.712,5.326,3.437,3.821,4.672,6.46,3.208,4.909,12.277,4.795,8.204,6.813,3.244,6.66,7.147,3.309,5.512,Cancer
8.328,3.955,3.438,5.295,8.316,7.388,7.429,9.885,7.883,9.381,9.298,12.006,6.638,8.291,4.346,7.708,11.32,3.523,7.022,3.55,3.611,5.226,12.535,Normal
10.487,7.707,7.129,7.453,5.742,3.986,3.542,4.947,5.834,3.377,8.288,6.023,3.417,4.539,12.463,4.74,5.928,6.403,3.164,5.865,7.921,3.751,7.164,Cancer
8.099,3.847,3.517,5.04,8.156,6.839,7.929,8.015,9.329,9.53,9.19,12.724,5.401,9.464,5.403,6.916,12.092,3.596,6.754,3.742,3.929,5.354,12.003,Normal
8.644,6.008,4.936,6.639,6.468,4.899,5.695,4.895,7.31,5.672,6.15,11.823,3.598,6.813,6.915,5.347,7.053,4.053,3.363,4.248,5.383,3.365,6.555,Cancer
8.078,3.924,3.205,4.702,8.577,6.992,7.661,9.263,7.353,9.605,9.382,12.492,6.688,9.747,4.285,7.422,11.466,3.626,7.325,3.844,3.734,6.047,11.754,Normal
9.321,5.698,5.352,6.686,7.72,5.051,3.872,4.93,4.769,7.583,7.517,5.07,3.243,5.263,11.123,4.978,8.888,4.978,2.986,4.96,6.44,3.573,3.939,Cancer
8.374,3.937,3.529,5.33,8.497,6.622,7.175,7.965,9.035,8.739,8.755,11.181,5.043,9.459,8.962,6.553,11.594,3.622,6.874,3.589,4.271,5.017,11.802,Normal
9.237,7.223,6,7.836,5.428,4.517,3.584,5.732,5.319,7.869,4.686,5.873,3.346,3.898,10.334,4.838,8.163,7.159,3.132,5.208,5.319,3.715,6.488,Cancer
8.056,3.802,3.344,5.396,7.7,6.829,7.11,9.754,7.2,7.819,8.717,11.483,7.583,9.784,5.261,7.555,11.105,3.6,7.967,3.538,3.755,5.506,12.659,Normal
7.19,3.789,3.238,4.969,8.34,7.807,7.088,8.441,7.093,9.118,8.155,12.642,4.727,8.947,3.79,7.562,10.039,3.684,7.503,3.411,3.791,5.49,12.557,Normal
9.239,7.654,7.845,7.888,4.808,4.016,4.695,5.466,5.58,6.783,8.805,5.73,3.43,5.119,8.29,5.158,7.598,6.553,3.126,6.488,7.195,3.642,3.647,Cancer
8.533,4.712,5.455,5.815,8.029,6.611,7.086,7.417,7.583,8.867,8.738,10.68,5.475,9.599,7.635,7.059,11.275,4.237,7.127,4.018,4.175,4.887,11.913,Normal
8.024,3.827,3.32,4.928,8.554,7.247,7.215,9.373,7.899,8.579,8.747,11.652,6.654,10.683,4.635,7.655,11.52,3.553,7.231,3.409,3.463,6.338,12.526,Normal
8.054,3.843,3.706,5.456,8.03,8.444,8.018,9.403,6.991,9.373,9.252,12.353,5.558,10.703,3.79,8.429,12.159,3.679,7.456,3.694,3.296,5.783,13.169,Normal
8.505,4.03,5.357,5.47,7.77,7.054,7.797,9.109,8.458,9.503,9.019,12.483,5.857,10.441,6.058,7.59,10.348,3.813,7.798,3.894,4.598,5.983,11.565,Normal
9.938,8.443,8.475,8.173,3.481,4.041,4.61,5.086,3.266,5.633,4.651,10.051,3.78,6.251,11.074,5.268,7.308,7.019,3.251,6.101,6.937,3.834,4.33,Cancer
8.655,7.134,6.45,7.482,4.639,4.547,4.142,4.691,4.468,4.54,5.251,5.708,3.738,3.704,10.445,5.096,5.416,5.365,3.105,5.076,7.668,3.532,6.115,Cancer
8.189,4.097,3.502,5.161,8.503,7.22,7.846,8.897,8.856,9.452,9.155,12.278,6.2,8.538,4.423,7.413,11.742,3.61,7.406,3.705,3.784,5.576,13.073,Normal
8.013,3.966,3.233,5.581,8.69,8.207,8.124,10.027,9.523,9.278,9.632,12.875,8.066,9.85,4.534,8.571,11.974,3.655,7.335,3.853,3.442,6.531,12,Normal
8.143,3.43,3.213,4.991,8.475,7.38,7.565,9.398,7.527,8.98,9.063,12.125,6.66,9.315,5.244,7.61,11.521,3.866,7.41,3.23,3.597,6.166,12.845,Normal
10.016,9.607,7.752,8.913,3.443,3.999,3.417,5.352,3.178,3.707,3.491,5.018,3.289,5.429,12.022,4.583,4.344,7.991,3.061,7.678,7.817,3.177,5.694,Cancer
